label	video	trace	time_0	time_10	time_20	time_30	time_40	time_50	time_60	time_70	time_80	time_90	time_100	time_110	time_120	time_130	time_140	time_150	time_160	time_170	time_180	time_190	time_200	time_210	time_220	time_230	time_240	time_250	time_260	time_270	time_280	time_290	time_300	time_310	time_320	time_330	time_340	time_350	time_360	time_370	time_380	time_390	time_400	time_410	time_420	time_430	time_440	time_450	time_460	time_470	time_480	time_490	time_500	time_510	time_520	time_530	time_540	time_550	time_560	time_570	time_580	time_590	time_600
PR8	1001	trace_011	105.194	104.382	103.625	103.951	104.326	104.479	104.965	104.965	104.542	105.167	104.41	104.396	104.84	104.361	103.889	104.417	104.104	105.104	104.653	104.958	104.514	104.09	104.292	103.84	104.292	104.285	104.743	103.972	104.41	105.271	105.243	104.306	105.361	104.66	103.91	104.111	104.278	104.069	104.785	104.035	103.958	105.0	104.701	104.979	104.347	104.986	105.292	104.194	105.285	104.431	104.153	104.535	104.986	104.424	104.236	104.576	104.653	104.847	105.222	104.875	105.785
PR8	1001	trace_012	104.722	106.035	104.389	105.667	105.799	105.215	105.625	105.736	106.132	106.278	105.424	105.167	105.208	105.194	105.382	105.521	106.285	106.056	105.667	106.312	106.354	107.882	107.132	108.028	110.201	111.201	111.972	114.667	112.667	113.549	111.264	107.59	108.014	108.056	108.139	108.799	109.896	109.139	110.431	110.535	110.778	113.493	111.736	112.701	112.743	113.792	109.736	107.938	109.403	107.597	107.826	111.597	109.097	108.34	109.396	110.229	110.729	108.333	108.201	109.417	109.299
PR8	1001	trace_013	109.056	110.701	109.188	110.701	111.174	109.257	108.09	110.924	110.285	113.618	109.188	109.403	109.854	110.438	111.569	110.882	111.785	109.312	109.188	109.944	109.958	108.611	109.174	109.056	108.792	110.049	110.167	110.382	109.646	111.618	111.125	109.861	109.09	110.549	109.965	116.903	112.569	111.042	109.056	109.188	108.486	108.653	108.424	110.896	108.056	108.035	110.424	111.729	108.75	110.021	110.271	110.319	111.792	108.965	112.035	109.889	110.389	110.833	113.528	111.493	111.542
PR8	1001	trace_014	105.59	104.861	103.944	104.84	104.056	103.944	103.729	105.326	104.944	104.132	104.382	104.569	104.958	105.167	104.875	104.403	104.174	104.215	104.986	105.167	105.174	104.715	104.75	104.812	104.889	104.424	104.618	103.938	104.59	105.486	104.444	104.743	104.528	105.778	105.556	105.389	105.042	105.076	105.0	104.389	105.278	104.604	104.965	104.611	105.188	105.09	104.958	104.757	105.236	105.132	105.083	103.979	105.014	105.056	104.576	104.333	104.951	104.292	104.542	104.896	104.743
PR8	1001	trace_015	105.062	104.382	104.153	103.174	104.583	104.444	104.396	104.854	104.146	104.958	104.243	103.333	104.785	104.653	103.229	104.007	104.389	103.215	103.424	103.84	103.368	103.59	104.674	104.215	104.625	104.618	104.201	104.153	103.472	104.472	105.167	104.583	104.125	104.312	104.417	105.451	104.181	104.597	104.528	104.556	104.347	105.201	104.778	104.722	104.146	105.16	105.028	104.667	105.84	105.806	106.757	104.542	105.25	106.34	106.597	106.153	106.444	106.493	106.299	105.66	104.479
PR8	1001	trace_016	107.917	106.903	107.299	107.167	106.521	107.444	106.882	106.903	107.083	106.562	108.174	107.812	107.111	106.771	108.278	107.049	107.16	108.521	108.41	107.618	108.062	107.549	107.083	107.521	106.993	106.778	107.556	106.562	107.611	108.222	107.521	108.167	107.139	107.403	107.708	107.146	107.076	107.097	107.729	107.757	108.09	107.938	107.965	107.382	108.604	107.257	108.153	107.271	107.667	107.701	107.889	108.458	108.722	109.09	109.333	109.882	108.875	109.174	108.507	108.854	107.694
PR8	1001	trace_017	104.354	103.944	103.569	103.653	103.688	104.472	104.028	103.583	103.514	103.736	103.778	103.069	103.972	104.174	103.472	104.069	104.021	104.257	104.021	103.896	104.958	103.729	104.007	105.542	105.319	105.062	104.097	104.604	103.514	103.882	104.021	103.75	104.486	105.743	103.236	104.688	103.847	104.229	103.993	104.125	105.069	103.84	103.75	104.569	104.229	104.486	105.056	107.354	105.785	105.632	105.688	105.576	106.028	105.118	104.743	104.646	103.938	105.736	104.882	104.208	104.292
PR8	1001	trace_018	103.479	103.222	103.181	103.174	103.174	103.042	103.236	103.785	104.049	103.542	103.194	103.931	102.861	103.319	104.118	102.562	103.75	103.667	103.319	103.535	103.771	103.382	103.229	103.139	103.007	103.889	103.16	103.368	103.583	102.84	104.271	103.799	102.924	103.333	104.132	103.118	102.812	103.146	103.583	103.729	103.514	103.59	103.549	103.59	103.285	103.41	103.396	103.354	103.389	103.792	103.271	103.215	103.688	102.972	103.528	103.007	103.625	103.083	103.84	104.056	103.056
PR8	1001	trace_019	104.611	104.243	104.069	103.931	103.944	104.25	104.34	103.556	105.062	104.34	104.451	104.625	104.66	104.667	104.236	104.451	105.25	105.368	104.424	104.639	104.861	105.292	103.812	104.25	104.326	104.778	104.764	104.118	104.979	105.16	104.292	104.368	104.375	104.5	104.604	105.569	104.549	105.312	105.118	104.785	104.319	104.917	105.292	105.229	104.354	105.118	105.514	104.66	104.854	104.924	103.764	104.778	105.201	104.66	104.521	104.764	104.514	105.924	104.681	104.938	105.326
PR8	1001	trace_020	103.688	104.326	103.479	103.778	104.306	103.618	104.465	103.75	103.674	104.5	104.722	103.479	104.181	103.424	104.479	104.562	103.667	103.632	103.931	104.375	103.681	103.833	104.062	103.389	103.368	103.75	103.833	103.938	103.854	104.222	103.403	103.799	103.896	103.826	103.951	104.007	103.368	103.243	103.729	103.486	103.833	103.049	103.924	103.59	103.181	103.389	103.562	103.674	103.174	103.743	103.528	103.479	103.562	103.694	104.396	103.764	103.951	103.91	103.479	103.681	103.444
PR8	1001	trace_021	102.764	103.25	102.514	103.389	102.417	104.431	102.514	103.792	102.972	103.597	101.278	103.069	102.556	103.208	102.528	102.681	102.944	102.417	102.181	102.458	102.833	102.458	102.222	102.736	102.833	102.0	102.944	101.736	101.847	101.722	101.944	102.75	102.361	102.611	102.764	102.375	101.694	102.833	102.278	101.972	102.833	102.431	102.486	102.139	102.639	102.458	101.736	102.347	101.972	103.028	103.236	102.639	102.528	102.319	102.139	101.722	102.264	102.639	102.958	102.944	101.833
PR8	1001	trace_022	106.194	108.597	108.153	107.986	110.611	107.986	107.646	106.618	107.951	106.924	105.986	106.174	106.444	106.514	105.889	106.535	107.035	106.354	105.743	105.722	104.674	105.146	105.306	105.729	105.326	104.653	105.021	104.382	105.208	105.347	104.972	105.076	105.757	105.611	105.493	105.611	105.271	104.75	105.368	104.986	105.049	105.264	106.604	105.854	105.472	106.028	105.278	105.444	105.569	104.799	105.146	106.097	105.938	105.222	105.292	105.639	104.847	105.882	106.16	105.618	105.653
PR8	1001	trace_023	104.319	104.007	104.59	103.632	105.229	104.812	104.625	104.757	105.875	105.326	105.674	105.576	106.118	105.833	106.778	106.306	105.59	105.09	105.194	105.972	105.153	105.16	105.979	106.014	105.639	106.618	106.611	106.271	105.736	106.715	106.236	106.458	106.875	106.25	107.958	107.222	107.062	106.979	108.188	108.403	108.049	109.458	109.875	110.583	111.139	112.868	114.785	114.535	110.41	109.819	110.021	110.111	111.208	112.208	111.34	111.486	112.014	113.535	111.889	113.757	113.729
PR8	1001	trace_024	107.542	107.319	107.861	108.312	106.917	107.285	107.014	106.764	106.479	107.056	105.951	107.729	108.222	106.236	107.576	106.965	107.507	108.493	107.424	107.778	107.583	107.09	107.597	107.361	108.167	107.965	107.889	106.542	107.569	107.306	106.84	107.243	106.826	106.965	107.556	106.819	107.292	106.562	106.882	107.868	106.965	107.812	107.715	107.771	107.104	107.861	107.493	107.236	106.542	107.667	107.285	107.153	107.562	107.333	108.292	107.59	108.868	107.514	108.889	107.792	107.493
PR8	1001	trace_025	109.75	108.597	108.229	109.021	108.924	109.431	109.354	109.264	109.694	110.736	109.854	110.146	112.799	109.979	110.993	112.035	111.167	112.062	110.639	111.535	110.785	111.042	109.611	109.896	111.264	110.993	111.285	109.812	110.444	109.604	110.604	109.431	110.722	111.035	110.403	112.708	111.264	111.444	109.083	109.667	108.056	109.056	108.646	108.201	110.451	109.424	108.194	108.069	107.514	107.528	107.521	107.292	107.521	108.194	109.604	108.792	109.472	109.403	109.715	110.486	110.479
PR8	1001	trace_026	103.75	103.174	103.785	103.243	103.257	103.667	103.243	103.535	103.569	103.833	103.979	103.583	104.16	104.41	104.104	103.778	103.778	103.882	104.347	104.951	104.174	104.111	104.125	103.91	103.958	103.826	104.396	103.903	103.319	104.014	104.167	104.458	104.222	103.806	103.819	103.66	103.424	104.431	104.333	104.056	104.028	104.25	104.069	104.118	103.847	104.458	103.632	104.021	103.736	103.375	103.868	104.306	104.938	105.181	104.312	104.097	104.569	104.861	104.271	104.431	105.0
PR8	1001	trace_027	105.326	103.688	104.667	104.215	104.653	104.604	104.278	104.889	104.319	104.326	104.486	104.771	104.882	104.84	104.889	104.319	103.986	103.75	104.438	105.069	104.84	103.917	104.097	104.826	104.174	104.375	104.681	104.819	104.785	104.931	104.361	104.549	105.458	104.736	105.319	104.806	104.91	105.125	104.951	105.049	104.903	104.91	104.451	104.597	105.083	105.097	104.965	104.736	104.889	105.167	105.146	105.569	105.868	106.188	107.243	106.931	108.299	109.111	110.938	110.653	108.986
PR8	1001	trace_028	110.174	110.931	113.181	112.931	114.125	113.125	111.653	113.472	113.854	115.174	115.472	114.035	113.486	112.444	112.681	113.826	114.694	113.701	113.389	113.694	112.812	113.479	112.778	111.396	110.576	110.069	108.91	108.833	109.708	108.688	108.812	108.792	109.882	109.819	109.34	110.681	110.0	109.583	109.451	108.25	108.674	108.076	108.521	107.771	107.597	107.285	108.604	109.194	108.264	108.132	108.069	110.333	109.076	109.049	108.986	108.757	109.507	109.354	108.319	107.972	108.646
PR8	1001	trace_029	104.708	104.59	104.451	104.465	104.875	104.5	104.118	104.326	105.083	104.444	104.312	104.917	104.833	104.319	104.451	104.347	104.132	104.722	104.444	104.174	104.417	104.799	104.674	104.667	105.229	104.569	104.458	104.84	104.396	104.618	104.111	105.361	105.056	105.493	104.757	104.757	104.736	104.688	105.632	105.194	104.875	104.667	105.25	106.09	105.375	105.139	105.479	104.028	105.111	105.583	105.069	105.646	105.444	104.91	105.444	105.104	105.375	106.34	106.035	105.042	105.278
PR8	1001	trace_030	104.729	105.326	104.917	104.757	104.417	105.465	105.257	105.056	104.819	104.556	104.653	104.576	104.16	104.917	104.931	103.882	104.25	105.118	105.146	105.299	105.535	106.076	105.771	105.465	106.868	106.694	107.167	107.965	107.708	109.458	106.368	105.167	106.188	105.549	106.125	106.076	106.833	106.806	107.896	108.035	110.361	108.299	108.583	106.674	107.514	109.042	106.569	106.854	106.604	106.299	106.639	106.458	105.069	105.542	106.41	106.16	106.708	106.785	106.465	106.972	105.729
PR8	1001	trace_031	102.958	103.069	103.618	104.125	103.889	104.243	103.785	103.674	103.785	103.465	104.104	103.66	104.132	103.41	103.938	104.153	103.382	104.021	103.743	104.104	103.222	103.806	103.743	103.583	103.917	103.729	104.069	104.215	104.674	104.174	104.132	104.042	103.785	103.91	103.715	103.611	103.389	104.118	104.167	104.84	104.083	104.924	104.389	103.736	104.375	104.549	103.903	103.653	104.194	104.403	103.778	104.812	104.417	103.924	104.944	104.694	104.493	104.111	104.208	104.646	103.715
PR8	1001	trace_032	104.653	103.764	103.368	103.243	103.59	104.16	103.66	103.799	103.854	103.924	103.806	103.396	103.34	103.438	103.417	103.694	102.819	103.062	103.125	103.424	104.236	103.146	103.611	103.771	104.007	103.792	103.438	103.16	104.139	104.34	104.25	103.826	103.653	104.076	103.639	103.229	103.271	104.417	104.049	103.965	104.458	103.854	104.007	103.847	103.743	103.514	103.618	104.236	104.528	103.812	103.924	103.569	103.903	104.299	104.118	104.25	104.562	104.646	104.5	104.66	104.118
PR8	1001	trace_033	107.896	108.951	108.194	108.965	109.208	108.743	109.625	110.062	112.312	112.194	110.958	113.292	109.882	111.979	110.062	115.306	112.931	109.326	110.007	110.042	111.542	112.451	112.771	113.062	112.153	115.632	110.903	111.299	111.347	113.528	115.938	114.0	110.042	117.785	115.542	115.604	115.944	111.951	111.382	108.493	109.639	110.5	111.056	110.132	109.896	110.819	110.125	110.132	110.542	109.674	110.646	113.188	113.035	112.958	114.188	113.347	112.333	111.222	110.347	111.132	111.562
PR8	1001	trace_034	103.91	105.465	105.424	106.056	105.597	106.493	105.222	105.264	105.681	105.34	105.347	105.903	105.493	105.438	104.993	104.84	105.688	105.111	105.431	106.014	105.424	105.542	106.5	105.708	106.354	106.319	106.403	106.215	106.326	106.243	107.597	107.826	107.201	106.118	105.729	106.132	106.028	106.41	106.792	106.368	105.799	106.417	106.111	105.868	106.111	105.569	107.292	106.833	105.743	106.049	106.771	107.812	107.229	106.396	107.611	106.486	106.819	107.375	107.222	107.549	107.639
PR8	1001	trace_035	108.847	108.389	108.764	108.833	108.312	108.104	107.472	108.299	108.125	109.076	108.465	109.271	108.66	109.257	109.729	109.264	108.285	109.812	109.535	109.66	111.486	111.694	112.222	112.931	114.528	116.062	114.125	115.257	115.917	115.569	115.333	115.569	114.604	115.271	114.715	115.833	114.035	116.062	115.812	115.59	116.215	116.611	116.889	118.257	117.604	118.368	117.354	118.771	119.139	115.812	112.549	113.514	112.833	113.604	116.139	113.611	117.681	115.507	113.132	114.951	113.465
PR8	1001	trace_036	103.292	103.375	103.361	103.542	103.021	102.771	103.312	103.569	102.764	102.59	102.389	102.785	102.875	102.91	102.653	102.562	103.042	102.979	102.576	102.549	102.771	102.521	102.368	102.819	102.424	102.208	102.715	102.729	102.611	102.778	102.91	102.785	102.66	102.347	102.021	102.597	103.562	103.049	103.278	103.215	103.007	103.708	102.917	103.146	103.153	102.472	103.59	103.465	103.25	102.674	103.667	103.431	103.417	102.354	102.75	103.646	103.292	102.792	103.854	102.604	103.368
PR8	1001	trace_037	104.257	104.792	104.569	105.333	104.181	105.278	104.91	104.146	105.271	104.701	104.903	104.243	104.417	105.25	104.944	104.806	105.104	103.944	104.521	104.882	104.688	103.618	104.535	105.41	105.917	105.465	105.375	104.389	104.778	105.625	104.389	105.799	105.472	106.139	105.431	106.757	105.66	106.396	107.174	107.903	107.764	108.59	108.799	108.25	109.174	108.993	109.382	109.778	109.521	109.743	107.764	108.438	108.215	108.861	108.722	108.396	108.569	107.16	108.667	107.5	106.66
PR8	1001	trace_038	111.312	110.826	110.583	113.486	113.403	112.681	112.764	114.111	114.118	114.389	116.014	115.542	116.062	117.521	116.917	116.708	118.549	117.799	117.792	118.562	119.312	120.618	119.403	118.965	117.819	119.5	120.035	118.979	120.389	125.188	122.118	120.09	118.632	120.59	118.896	118.931	117.347	118.09	118.5	116.167	115.826	118.201	120.451	119.194	114.444	119.375	117.889	115.646	114.264	115.062	113.903	113.799	113.299	114.882	113.118	114.972	116.375	114.354	114.347	115.021	113.299
PR8	1001	trace_039	102.868	103.222	103.75	103.66	103.771	104.056	103.111	103.326	103.181	103.625	103.708	103.354	103.542	103.0	103.174	102.958	103.188	102.646	103.319	104.181	103.486	103.174	103.917	103.111	103.562	103.521	103.34	102.924	103.556	102.743	103.042	102.694	102.701	103.576	103.694	103.292	103.438	103.618	102.944	103.965	103.0	102.653	103.924	104.104	103.41	103.951	102.91	103.368	103.021	103.257	103.34	103.139	103.785	102.785	103.25	103.438	103.292	103.229	103.597	103.743	103.375
PR8	1001	trace_040	107.333	107.681	107.507	108.438	107.139	108.403	108.354	110.819	110.056	109.264	109.056	111.354	111.049	111.861	112.0	111.743	114.076	112.958	111.201	111.444	110.556	111.0	110.188	110.639	110.396	110.688	110.396	110.285	108.681	109.493	111.139	109.59	108.806	107.771	109.319	109.597	108.597	108.59	109.764	109.764	108.597	107.924	109.667	109.417	108.764	110.799	108.736	109.368	109.896	109.479	109.875	108.042	109.528	108.326	108.424	109.139	108.785	110.597	109.472	108.931	108.361
PR8	1001	trace_041	109.132	109.417	110.611	110.257	110.271	110.153	109.028	110.653	109.743	108.312	109.111	110.229	110.569	110.986	107.972	110.681	111.799	112.424	111.632	114.403	112.611	111.826	111.167	112.667	113.549	114.66	112.757	114.889	114.292	116.465	115.257	112.479	117.833	121.576	116.347	113.667	117.417	116.743	122.479	117.958	118.188	118.056	115.049	116.785	119.431	118.812	118.396	118.035	117.778	118.021	118.715	117.736	119.465	117.292	115.222	119.722	120.618	124.042	114.701	113.778	119.201
PR8	1001	trace_042	102.597	102.264	102.354	102.472	102.688	102.153	102.806	102.764	102.486	102.618	102.875	102.771	102.66	102.861	102.472	103.028	102.285	103.319	102.104	103.389	102.736	102.708	102.479	102.743	102.84	103.236	102.688	103.0	102.583	102.868	103.104	102.882	103.0	102.778	103.146	102.847	103.035	102.618	102.528	102.604	102.243	103.056	103.083	103.118	103.556	102.875	102.521	103.062	102.785	103.09	103.389	102.993	102.674	102.882	102.792	102.632	102.986	102.896	102.812	102.91	103.257
PR8	1001	trace_043	106.16	106.535	106.271	106.875	106.597	106.215	107.125	106.993	106.167	106.424	105.986	105.979	105.618	106.229	105.347	105.257	105.736	106.438	106.597	105.806	105.292	106.84	106.688	105.5	105.938	106.188	106.257	107.292	106.625	107.194	106.556	105.792	106.958	106.715	107.444	106.465	106.715	107.403	107.458	106.944	105.694	107.632	107.34	107.146	107.597	107.111	107.257	107.5	107.562	107.104	107.417	108.403	105.889	106.361	107.062	106.118	106.972	107.528	106.701	108.556	107.653
PR8	1001	trace_044	102.34	102.66	103.417	102.521	102.785	102.965	102.965	103.292	102.889	103.708	103.292	102.812	103.139	103.292	103.201	103.569	103.188	103.167	103.069	103.403	102.979	103.062	103.375	103.472	102.986	103.174	102.681	103.743	102.833	103.188	103.604	104.049	103.708	103.417	102.757	103.285	102.25	103.278	103.799	103.146	103.201	103.882	103.875	104.229	103.812	103.958	104.056	103.875	104.042	103.812	103.389	103.444	103.778	103.403	104.632	103.597	103.507	104.049	103.84	103.306	103.66
PR8	1001	trace_045	106.569	108.931	108.069	107.41	107.507	108.076	108.882	109.479	112.576	111.257	110.938	111.715	111.861	112.41	112.722	111.792	112.326	112.875	112.111	111.458	109.882	110.653	112.056	110.549	112.278	112.819	112.479	112.236	111.181	111.271	112.153	113.167	111.868	112.938	116.278	113.174	111.042	111.625	110.535	113.069	112.208	113.472	113.91	114.618	115.833	114.674	114.306	113.806	114.111	115.444	113.174	112.201	112.736	112.826	112.681	111.958	112.382	110.424	110.576	110.924	111.139
PR8	1001	trace_046	105.903	106.583	107.132	106.986	106.924	105.507	106.194	104.958	105.333	105.465	105.583	105.049	105.826	105.215	105.132	105.75	105.861	104.701	106.111	105.861	105.569	105.646	106.181	105.812	106.472	105.743	106.167	107.021	107.75	106.778	107.965	106.292	106.562	106.694	107.333	106.896	106.931	107.938	107.785	106.528	107.271	108.826	108.479	107.34	106.507	106.25	106.403	106.361	106.868	106.285	106.882	106.931	107.312	107.896	107.646	108.493	108.361	109.41	109.354	108.951	109.243
PR8	1001	trace_047	106.868	107.979	108.667	108.854	110.028	110.403	110.715	111.812	110.479	110.451	110.236	108.771	109.132	110.312	110.007	109.306	110.569	109.104	109.354	109.458	109.292	110.174	110.625	110.903	109.632	108.986	109.604	110.076	112.361	110.146	108.583	110.986	109.84	109.708	111.514	110.625	109.951	110.562	110.951	110.222	109.278	110.236	109.764	107.66	108.757	109.938	110.674	109.729	110.09	110.764	109.84	109.326	109.521	108.569	108.882	107.729	107.854	107.028	108.347	108.174	108.493
PR8	1001	trace_048	104.5	104.333	105.069	105.257	104.722	105.188	104.833	104.319	104.979	105.66	105.292	105.924	105.562	106.312	106.472	105.368	106.222	105.993	106.16	106.083	104.972	105.944	105.417	105.597	106.868	106.035	105.646	105.833	104.986	105.097	105.618	105.493	104.917	104.84	105.347	106.667	104.958	106.153	106.049	104.604	105.188	106.354	105.903	106.41	106.847	106.403	106.049	106.215	107.257	106.354	105.701	106.312	106.069	106.556	106.583	106.694	106.472	106.562	106.854	106.326	107.84
PR8	1001	trace_049	107.174	107.792	108.361	107.722	107.972	108.16	108.819	108.653	108.111	106.66	106.889	106.5	106.396	106.708	107.118	107.597	108.319	107.958	107.035	109.333	108.715	108.035	108.257	108.236	109.562	110.076	109.507	110.354	110.299	110.062	110.167	110.736	111.34	112.021	111.458	109.986	109.722	110.431	110.493	110.632	112.424	112.229	111.639	110.431	112.243	113.75	111.826	112.917	111.208	112.132	110.833	111.278	109.917	110.229	111.646	111.667	111.41	110.972	113.021	114.243	114.208
PR8	1001	trace_050	112.549	112.021	111.75	110.729	110.632	110.576	109.743	110.854	110.91	110.174	111.285	111.181	111.868	110.222	109.472	109.194	108.951	109.438	111.903	110.715	110.201	110.931	109.542	109.444	108.826	109.646	109.465	109.264	110.125	109.576	109.243	107.861	109.785	111.278	108.681	110.375	108.694	110.528	111.014	111.736	110.201	111.903	112.257	113.451	111.424	110.194	110.611	111.062	110.104	109.014	110.069	110.514	108.09	108.931	108.736	110.188	113.674	113.444	109.868	109.972	108.243
PR8	1001	trace_051	104.854	104.812	105.097	105.889	105.25	104.438	105.069	104.903	105.368	105.146	105.819	104.701	104.646	105.069	104.972	105.09	105.292	105.222	105.021	105.514	105.16	104.66	105.097	104.771	105.083	104.729	104.903	104.708	105.75	104.708	105.556	105.403	105.632	104.833	105.278	105.062	105.444	105.583	105.625	105.375	105.604	105.076	105.222	105.931	106.118	104.917	105.083	105.306	105.472	105.861	105.646	105.181	105.486	105.535	106.111	105.882	105.403	105.688	105.778	106.743	104.792
PR8	1001	trace_052	105.396	104.868	105.285	104.854	105.264	105.062	104.257	105.194	104.736	106.354	105.604	104.882	105.188	105.917	106.354	106.535	107.34	107.375	108.618	109.028	107.66	109.083	108.34	109.042	111.444	110.812	108.028	106.792	107.701	107.243	106.354	105.875	107.368	107.167	108.583	107.59	107.208	108.007	107.569	109.229	110.153	110.875	109.646	109.146	109.542	111.076	109.431	110.09	109.597	108.896	110.451	109.049	108.299	109.535	108.646	108.556	107.833	108.25	107.014	106.75	108.875
